,wasde_ending_stocks,wasde_stocks_to_use_ratio,wasde_production,wasde_exports,wasde_use_total,wasde_avg_farm_price,is_wasde_day,days_since_last_wasde,days_to_next_wasde,is_grain_stocks_day,is_acreage_day,wasde_post_window
2014-07-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,23.0,0.0,0.0,1.0
2014-07-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-07-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-07-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,11.0,20.0,0.0,0.0,0.0
2014-07-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,19.0,0.0,0.0,0.0
2014-07-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,18.0,0.0,0.0,0.0
2014-07-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,17.0,0.0,0.0,0.0
2014-07-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,16.0,0.0,0.0,0.0
2014-07-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-07-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-07-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,18.0,13.0,0.0,0.0,0.0
2014-07-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,12.0,0.0,0.0,0.0
2014-07-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,11.0,0.0,0.0,0.0
2014-07-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,10.0,0.0,0.0,0.0
2014-08-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,9.0,0.0,0.0,0.0
2014-08-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,25.0,6.0,0.0,0.0,0.0
2014-08-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,5.0,0.0,0.0,0.0
2014-08-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,4.0,0.0,0.0,0.0
2014-08-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,28.0,3.0,0.0,0.0,0.0
2014-08-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,29.0,2.0,0.0,0.0,0.0
2014-08-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,30.0,0.0,0.0,1.0
2014-08-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,29.0,0.0,0.0,1.0
2014-08-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,28.0,0.0,0.0,1.0
2014-08-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,4.0,27.0,0.0,0.0,1.0
2014-08-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,5.0,26.0,0.0,0.0,1.0
2014-08-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,23.0,0.0,0.0,1.0
2014-08-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,22.0,0.0,0.0,1.0
2014-08-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,21.0,0.0,0.0,1.0
2014-08-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,11.0,20.0,0.0,0.0,0.0
2014-08-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,19.0,0.0,0.0,0.0
2014-08-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,16.0,0.0,0.0,0.0
2014-08-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,15.0,0.0,0.0,0.0
2014-08-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,14.0,0.0,0.0,0.0
2014-08-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,18.0,13.0,0.0,0.0,0.0
2014-08-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,12.0,0.0,0.0,0.0
2014-08-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-08-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,9.0,0.0,0.0,0.0
2014-09-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,8.0,0.0,0.0,0.0
2014-09-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,24.0,7.0,0.0,0.0,0.0
2014-09-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,25.0,6.0,0.0,0.0,0.0
2014-09-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,5.0,0.0,0.0,0.0
2014-09-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,29.0,2.0,0.0,0.0,0.0
2014-09-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,30.0,1.0,0.0,0.0,0.0
2014-09-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2014-09-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,29.0,0.0,0.0,1.0
2014-09-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,28.0,0.0,0.0,1.0
2014-09-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,5.0,25.0,0.0,0.0,1.0
2014-09-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,24.0,0.0,0.0,1.0
2014-09-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,23.0,0.0,0.0,1.0
2014-09-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,22.0,0.0,0.0,1.0
2014-09-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,21.0,0.0,0.0,1.0
2014-09-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,18.0,0.0,0.0,0.0
2014-09-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,17.0,0.0,0.0,0.0
2014-09-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,16.0,0.0,0.0,0.0
2014-09-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,15.0,0.0,0.0,0.0
2014-09-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,14.0,0.0,0.0,0.0
2014-09-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-09-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,11.0,0.0,0.0,0.0
2014-09-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,10.0,1.0,0.0,0.0
2014-10-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,9.0,0.0,0.0,0.0
2014-10-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,8.0,0.0,0.0,0.0
2014-10-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,7.0,0.0,0.0,0.0
2014-10-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,4.0,0.0,0.0,0.0
2014-10-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,3.0,0.0,0.0,0.0
2014-10-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,28.0,2.0,0.0,0.0,0.0
2014-10-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,29.0,1.0,0.0,0.0,0.0
2014-10-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2014-10-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,28.0,0.0,0.0,1.0
2014-10-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,4.0,27.0,0.0,0.0,1.0
2014-10-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,5.0,26.0,0.0,0.0,1.0
2014-10-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,25.0,0.0,0.0,1.0
2014-10-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,24.0,0.0,0.0,1.0
2014-10-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,21.0,0.0,0.0,1.0
2014-10-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,11.0,20.0,0.0,0.0,0.0
2014-10-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,19.0,0.0,0.0,0.0
2014-10-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,18.0,0.0,0.0,0.0
2014-10-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,17.0,0.0,0.0,0.0
2014-10-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-10-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,14.0,0.0,0.0,0.0
2014-10-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,18.0,13.0,0.0,0.0,0.0
2014-10-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,12.0,0.0,0.0,0.0
2014-10-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,11.0,0.0,0.0,0.0
2014-10-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,10.0,0.0,0.0,0.0
2014-11-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,24.0,7.0,0.0,0.0,0.0
2014-11-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,25.0,6.0,0.0,0.0,0.0
2014-11-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,5.0,0.0,0.0,0.0
2014-11-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,4.0,0.0,0.0,0.0
2014-11-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,28.0,3.0,0.0,0.0,0.0
2014-11-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2014-11-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,29.0,0.0,0.0,1.0
2014-11-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,28.0,0.0,0.0,1.0
2014-11-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,27.0,0.0,0.0,1.0
2014-11-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,4.0,26.0,0.0,0.0,1.0
2014-11-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,23.0,0.0,0.0,1.0
2014-11-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,22.0,0.0,0.0,1.0
2014-11-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,21.0,0.0,0.0,1.0
2014-11-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,20.0,0.0,0.0,1.0
2014-11-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,11.0,19.0,0.0,0.0,0.0
2014-11-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,16.0,0.0,0.0,0.0
2014-11-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,15.0,0.0,0.0,0.0
2014-11-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,14.0,0.0,0.0,0.0
2014-11-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,13.0,0.0,0.0,0.0
2014-11-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,18.0,12.0,0.0,0.0,0.0
2014-11-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-11-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,9.0,0.0,0.0,0.0
2014-12-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,8.0,0.0,0.0,0.0
2014-12-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,7.0,0.0,0.0,0.0
2014-12-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,24.0,6.0,0.0,0.0,0.0
2014-12-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,25.0,5.0,0.0,0.0,0.0
2014-12-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,28.0,2.0,0.0,0.0,0.0
2014-12-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,29.0,1.0,0.0,0.0,0.0
2014-12-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2014-12-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,30.0,0.0,0.0,1.0
2014-12-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,29.0,0.0,0.0,1.0
2014-12-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,5.0,26.0,0.0,0.0,1.0
2014-12-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,25.0,0.0,0.0,1.0
2014-12-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,24.0,0.0,0.0,1.0
2014-12-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,23.0,0.0,0.0,1.0
2014-12-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,22.0,0.0,0.0,1.0
2014-12-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,19.0,1.0,0.0,0.0
2014-12-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,18.0,0.0,0.0,0.0
2014-12-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,17.0,0.0,0.0,0.0
2014-12-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,16.0,0.0,0.0,0.0
2014-12-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,15.0,0.0,0.0,0.0
2014-12-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2014-12-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,12.0,0.0,0.0,0.0
2014-12-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,11.0,0.0,0.0,0.0
2014-12-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,10.0,0.0,0.0,0.0
2015-01-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,9.0,0.0,0.0,0.0
2015-01-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,8.0,0.0,0.0,0.0
2015-01-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,5.0,0.0,0.0,0.0
2015-01-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,4.0,0.0,0.0,0.0
2015-01-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,28.0,3.0,0.0,0.0,0.0
2015-01-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,29.0,2.0,0.0,0.0,0.0
2015-01-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,30.0,1.0,0.0,0.0,0.0
2015-01-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,29.0,0.0,0.0,1.0
2015-01-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,28.0,0.0,0.0,1.0
2015-01-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,4.0,27.0,0.0,0.0,1.0
2015-01-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,5.0,26.0,0.0,0.0,1.0
2015-01-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,25.0,0.0,0.0,1.0
2015-01-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,22.0,0.0,0.0,1.0
2015-01-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,21.0,0.0,0.0,1.0
2015-01-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,11.0,20.0,0.0,0.0,0.0
2015-01-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,12.0,19.0,0.0,0.0,0.0
2015-01-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,18.0,0.0,0.0,0.0
2015-01-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-01-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,15.0,0.0,0.0,0.0
2015-01-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,14.0,0.0,0.0,0.0
2015-01-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,18.0,13.0,0.0,0.0,0.0
2015-01-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,19.0,12.0,0.0,0.0,0.0
2015-01-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,11.0,0.0,0.0,0.0
2015-01-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,8.0,0.0,0.0,0.0
2015-02-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,24.0,7.0,0.0,0.0,0.0
2015-02-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,25.0,6.0,0.0,0.0,0.0
2015-02-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,26.0,5.0,0.0,0.0,0.0
2015-02-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,4.0,0.0,0.0,0.0
2015-02-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,30.0,1.0,0.0,0.0,0.0
2015-02-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2015-02-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,27.0,0.0,0.0,1.0
2015-02-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,26.0,0.0,0.0,1.0
2015-02-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,25.0,0.0,0.0,1.0
2015-02-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,22.0,0.0,0.0,1.0
2015-02-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,21.0,0.0,0.0,1.0
2015-02-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,20.0,0.0,0.0,1.0
2015-02-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,19.0,0.0,0.0,1.0
2015-02-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,18.0,0.0,0.0,1.0
2015-02-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-02-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,15.0,0.0,0.0,0.0
2015-02-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,14.0,0.0,0.0,0.0
2015-02-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,13.0,0.0,0.0,0.0
2015-02-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,12.0,0.0,0.0,0.0
2015-02-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,11.0,0.0,0.0,0.0
2015-02-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-01,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-02,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,8.0,0.0,0.0,0.0
2015-03-03,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,7.0,0.0,0.0,0.0
2015-03-04,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,22.0,6.0,0.0,0.0,0.0
2015-03-05,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,23.0,5.0,0.0,0.0,0.0
2015-03-06,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,24.0,4.0,0.0,0.0,0.0
2015-03-07,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-08,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-09,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,27.0,1.0,0.0,0.0,0.0
2015-03-10,1116.0,8.3,13160.0,2100.0,13440.0,4.8,1.0,0.0,0.0,0.0,0.0,1.0
2015-03-11,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,1.0,30.0,0.0,0.0,1.0
2015-03-12,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,2.0,29.0,0.0,0.0,1.0
2015-03-13,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,3.0,28.0,0.0,0.0,1.0
2015-03-14,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-15,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-16,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,6.0,25.0,0.0,0.0,1.0
2015-03-17,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,7.0,24.0,0.0,0.0,1.0
2015-03-18,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,8.0,23.0,0.0,0.0,1.0
2015-03-19,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,9.0,22.0,0.0,0.0,1.0
2015-03-20,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,10.0,21.0,0.0,0.0,1.0
2015-03-21,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-22,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-23,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,13.0,18.0,0.0,0.0,0.0
2015-03-24,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,14.0,17.0,0.0,0.0,0.0
2015-03-25,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,15.0,16.0,0.0,0.0,0.0
2015-03-26,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,16.0,15.0,0.0,0.0,0.0
2015-03-27,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,17.0,14.0,0.0,0.0,0.0
2015-03-28,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-29,1116.0,8.3,13160.0,2100.0,13440.0,4.8,,,,,,
2015-03-30,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,20.0,11.0,1.0,0.0,0.0
2015-03-31,1116.0,8.3,13160.0,2100.0,13440.0,4.8,0.0,21.0,10.0,0.0,0.0,0.0
